mae,shd,runtime
0.000388589854190485,1,100.05836915969849
0.0006068561232308901,0,107.1399917602539
0.0006068561232308901,0,123.62772750854492
0.0022806422034256143,1,112.01274704933167
0.0018334983914287519,2,113.2685899734497
,,
0.0005862226231586479,0,110.72954940795898
,,
0.0014167071984553894,1,130.33553743362427
0.0009930416745604258,2,148.89464926719666
0.0014167071984553894,1,112.3411762714386
0.000586222623158987,0,115.16054511070251
,,
0.0006068561232310116,0,121.5912013053894
0.0006068561232308901,0,95.53833770751953
,,
1000000,1000000,126.66817879676819
0.0014167071984552027,1,135.2313277721405
0.0023375668704581883,1,130.878160238266
0.0005862226231586479,0,115.39987444877625
0.000586222623158987,0,102.99696135520935
,,
0.0038638931562878557,2,140.33207440376282
0.26750619778203444,1,131.16440510749817
0.0023375668704581883,1,136.22820901870728
0.002256072206527821,2,135.0305678844452
0.001416707198455359,1,105.35849952697754
0.0005862226231586479,0,119.59046483039856
0.0014167071984550188,1,107.797203540802
0.0005862226231586479,0,129.2072615623474
0.000586222623158987,0,116.95127606391907
0.000586222623158987,0,116.48879981040955
0.0030166833251527164,1,110.07328009605408
0.001887095826603573,2,123.2266993522644
0.00038858985419044386,1,112.0334644317627
0.0033471433387807017,1,139.9220027923584
0.000586222623158987,0,137.76606798171997
0.0015042146323937249,1,105.82035803794861
0.000586222623158987,0,133.19090962409973
1000000,1000000,97.82478094100952
0.001504214632392886,1,122.09429812431335
0.0006068561232310116,0,105.4673159122467
0.0005862226231586479,0,114.50397324562073
0.0005862226231586479,0,122.22250318527222
0.00038858985418926685,1,144.54733061790466
0.000586222623158987,0,133.2259557247162
0.0007053482896427189,2,103.48739528656006
0.006828499727208964,1,115.16867518424988
0.0006068561232310116,0,120.7773323059082
0.0015042146323937249,1,123.32188153266907
0.0015119254121887412,1,96.65181612968445
0.003562497755491121,2,139.10683608055115
0.0005862226231586479,0,114.75980949401855
0.00038858985419044386,1,134.98682975769043
0.0006068561232310116,0,125.1620991230011
0.0003885898541906552,1,130.02922296524048
0.000586222623158987,0,100.94632959365845
0.000388589854190485,1,131.42252111434937
0.0005862226231586479,0,115.224524974823
0.001874782628073739,2,142.2365210056305
0.000586222623158987,0,107.93842673301697
,,
0.0019309699532177298,2,114.16869068145752
,,
0.00038858985418926685,1,137.8155698776245
0.0005862226231586479,0,98.38540244102478
0.000586222623158987,0,98.27645587921143
0.000566889992166069,2,112.86063528060913
0.11611807029888895,2,121.08879709243774
0.0007170630101623971,1,132.78418159484863
0.0007170630101627058,1,138.88022112846375
0.000586222623158987,0,132.77525401115417
0.000586222623158987,0,121.37135577201843
1000000,1000000,114.74576258659363
0.006523081175474709,2,112.29005146026611
0.001416707198455359,1,131.59851670265198
0.0005862226231586479,0,99.862539768219
0.0006068561232308901,0,121.65022850036621
0.0006068561232308901,0,104.70483064651489
0.0018222748003318065,0,125.66529130935669
,,
0.0005862226231586479,0,129.6010775566101
0.0011007577580212362,2,112.90261435508728
0.0005862226231586479,0,125.69238781929016
0.000586222623158987,0,119.61924362182617
,,
0.001504214632394918,1,116.75700950622559
0.002337566870457057,1,95.028067111969
0.001504214632394918,1,152.69558358192444
0.003870657812865654,2,119.39781594276428
0.000586222623158987,0,107.98162698745728
0.0012896165288584407,1,123.2010281085968
0.0005862226231586479,0,120.11394882202148
0.0005862226231586479,0,102.46467566490173
0.0007170630101633879,1,119.90889430046082
0.00038858985419036303,1,139.6532187461853
0.000542939944485354,1,138.23150897026062
0.0011964634719791368,1,127.01061511039734
0.0005862226231586479,0,108.96637964248657
0.0005429399444851548,1,139.30995154380798
