mae,shd,runtime
0.0002706113476604298,1,258.56939935684204
0.0034559303404325162,1,243.70536875724792
0.0002893179979897487,1,259.3206753730774
0.0002706113476602617,1,268.13568353652954
0.00028931799798973245,1,248.57652020454407
,,
0.00010643070408606348,0,252.0084683895111
0.00028931799798973256,1,241.4248445034027
0.00027061134766061923,1,248.0582673549652
,,
0.0011213585844165985,0,239.90467071533203
0.0026821701789146077,1,254.13420057296753
0.00023338469086457963,1,262.99386835098267
0.00027061134766061923,1,246.79755353927612
0.0002706113476604298,1,254.03129816055298
0.00028931799798976644,1,236.03050565719604
0.00028931799798982233,1,253.67296814918518
0.0002893179979897487,1,255.31555271148682
8.831917975991056e-05,1,227.83711314201355
0.0002706113476602617,1,256.4708650112152
0.00027061134766045297,1,252.74845123291016
0.00028153146859043264,1,246.50900530815125
9.313542068970896e-05,1,270.0303680896759
0.00027061134766052003,1,246.966801404953
0.0033358490736166463,1,252.80563616752625
0.0011213585844149331,0,245.79588150978088
0.00027061134766052003,1,258.47756600379944
0.00010643070408564715,0,256.04444646835327
0.0002706113476603459,1,251.15453553199768
0.00010643070408603017,0,253.40905904769897
0.00010643070408586364,0,258.08833050727844
,,
0.0002893179979898809,1,261.01044964790344
0.0002706113476603252,1,254.09664392471313
,,
0.00010643070408603017,0,265.3391137123108
0.0002866556436933061,1,261.10397458076477
9.812318695301529e-05,1,246.19203972816467
0.00010643070408586364,0,259.96957540512085
,,
0.003455930340503814,1,252.7724883556366
0.00028931799798973245,1,259.8171377182007
0.00039120849307489335,1,245.33208966255188
0.00023338469086467734,1,253.60235166549683
0.00018774469501473437,1,846.9098176956177
,,
0.00027061134766041915,1,259.4753932952881
0.0002893179979896413,1,247.86695003509521
0.0002706113476604298,1,257.87057757377625
0.002048653509106287,1,245.90306425094604
0.00010643070408606348,0,265.98850202560425
0.0002706113476602425,1,264.29251503944397
0.00028931799798970133,1,263.57500553131104
0.00023338469086458773,1,260.64476442337036
0.00027061134766041915,1,241.9639654159546
0.00027061134766022437,1,255.511949300766
0.0002706113476605285,1,260.0927767753601
0.0002706113476605491,1,247.9740092754364
0.0011213585844149331,0,254.15999746322632
,,
0.00010643070408606348,0,263.3987329006195
0.0002893179979897185,1,264.98047518730164
9.812318695302108e-05,1,250.32225584983826
0.001121358584414045,0,245.36036467552185
0.001324680827866631,1,251.94088220596313
0.0002706113476602425,1,243.1690320968628
0.00010643070408564715,0,253.44861960411072
0.00010643070408586364,0,251.45155572891235
0.00010643070408564715,0,252.97720766067505
0.000320202807097303,1,253.0766532421112
,,
0.0002893179979894251,1,255.40746116638184
0.0005922790611609038,1,252.65177369117737
0.00027061134766055126,1,243.3217055797577
0.0034559303404305985,1,262.4722263813019
,,
0.00010643070408586364,0,262.46306252479553
0.0002706113476602425,1,251.0689504146576
0.0002706113476603459,1,245.5704689025879
,,
0.00027061134766045297,1,261.9725172519684
0.0002706113476605285,1,263.7278060913086
0.00027061134766041915,1,249.0727698802948
0.0002706113476602617,1,251.45056080818176
0.00023338469086454876,1,236.30332159996033
0.00027061134766041915,1,251.60372042655945
,,
0.0002893179979894251,1,256.1275005340576
0.00039120849307581573,1,233.00972867012024
0.00028931799798983263,1,256.2764277458191
9.812318695310666e-05,1,257.60377502441406
0.00027061134766061923,1,256.81602787971497
0.0003912084930746869,1,259.8882403373718
0.0002706113476602425,1,242.11612057685852
0.0002893179979898809,1,232.81156492233276
0.0002706113476602617,1,250.58080196380615
0.00031265581096190956,1,257.2729332447052
0.002255168005012964,1,253.40225982666016
0.000592279061156877,1,251.41566824913025
0.002854771939626285,1,256.82933497428894
