mae,shd,runtime
0.009264536794832148,1,5.2459845542907715
0.011804415273719742,0,1.1096069812774658
0.011804415273719742,0,1.0234947204589844
0.009264536794832202,1,1.1768653392791748
0.009264536794832148,1,1.0980956554412842
0.011804415273719742,0,1.016498327255249
0.011804415273719742,0,1.1930184364318848
0.011804415273719742,0,1.1134700775146484
0.011804415273719742,0,0.9582059383392334
0.009264536794832148,1,0.9976444244384766
0.011804415273719742,0,1.022324562072754
0.011804415273719742,0,1.1842212677001953
0.011804415273719742,0,1.2077054977416992
0.009264536794832202,1,1.1083557605743408
0.011804415273719742,0,1.1308767795562744
0.009264536794832148,1,1.0052053928375244
0.011804415273719742,0,1.0241689682006836
0.011804415273719742,0,1.1607842445373535
0.011804415273719742,0,1.158289909362793
0.009264536794832202,1,1.1199300289154053
0.011804415273719742,0,0.9244704246520996
0.009264536794832148,1,0.9905426502227783
0.009264536794832148,1,1.1382324695587158
0.009264536794832148,1,1.0197257995605469
0.011804415273719742,0,0.9724647998809814
0.044781576640669486,1,1.0881130695343018
0.009264536794832148,1,1.034517526626587
0.011804415273719742,0,1.04392671585083
0.011804415273719742,0,1.0834081172943115
0.009264536794832148,1,1.0434365272521973
0.011804415273719742,0,1.293994665145874
0.011804415273719742,0,0.9923830032348633
0.009264536794832202,1,1.004342794418335
0.011804415273719742,0,1.1282670497894287
0.009264536794832202,1,1.1314218044281006
0.011804415273719742,0,1.1345524787902832
0.011804415273719742,0,0.9377701282501221
0.04478157664067044,1,1.1101326942443848
0.011804415273719742,0,1.1101326942443848
0.011804415273719742,0,1.0127201080322266
0.011804415273719742,0,1.1734704971313477
0.009264536794832148,1,1.0552983283996582
0.011804415273719742,0,1.1895408630371094
0.011804415273719742,0,0.9701159000396729
0.011804415273719742,0,1.1428792476654053
0.044781576640669486,1,1.0353868007659912
0.009264536794832202,1,1.1329889297485352
0.044781576640669486,1,1.158921241760254
0.011804415273719742,0,1.139517068862915
0.009264536794832202,1,1.039311408996582
