mae,shd,runtime
0.0010612537199334322,0,749.3183934688568
0.0008450692949859885,1,445.2240746021271
0.0010612537199334322,0,186.59195923805237
0.0010612537199334322,0,175.4932782649994
0.0010612537199335774,0,175.30855202674866
0.0010612537199334322,0,177.03662991523743
0.0010612537199334322,0,193.77844953536987
0.0008450692949859104,1,178.7595763206482
0.0010612537199334322,0,168.944748878479
0.0010612537199334322,0,182.3514244556427
0.0010612537199335774,0,184.4077432155609
0.0008450692949859759,1,181.3464674949646
0.0010612537199334322,0,178.09000182151794
0.0010612537199334322,0,178.95354008674622
0.0010612537199334322,0,178.245502948761
0.0010612537199334322,0,184.8857340812683
0.0010612537199334322,0,183.863183259964
0.0010612537199334322,0,184.62471103668213
0.0010612537199334322,0,180.66797471046448
0.0008450692949861111,1,175.4392535686493
0.0010612537199334322,0,181.2049388885498
0.0008450692949861111,1,175.64636254310608
0.0010612537199334322,0,173.83801078796387
0.0010612537199334322,0,177.25484228134155
0.0008450692949857578,1,180.16339492797852
0.0010612537199334322,0,176.7272322177887
0.0010612537199334322,0,185.72834062576294
0.0010612537199335774,0,175.52336812019348
0.0010612537199335774,0,178.21752452850342
0.0010612537199334322,0,173.53566527366638
0.0010612537199334322,0,181.06608080863953
0.0008450692949859104,1,185.43490862846375
0.0010612537199334322,0,182.63721323013306
0.0010612537199334322,0,234.8839247226715
0.0010612537199334322,0,1907.129890680313
0.0010612537199335774,0,1716.213314294815
0.0010612537199334322,0,1661.2821612358093
0.003894449034499496,1,1553.1338670253754
0.0010612537199334322,0,1677.5008797645569
0.0010612537199334322,0,1515.9261405467987
0.0008450692949861111,1,1428.724993467331
0.0010612537199334322,0,1561.309487581253
0.0010612537199334322,0,1544.3656554222107
0.0008450692949859759,1,1004.8054220676422
0.0010612537199334322,0,179.97896099090576
0.0010612537199334322,0,182.99549627304077
0.0010612537199335774,0,170.6982545852661
0.0010612537199335774,0,169.4738733768463
0.0008450692949859111,1,177.03410696983337
0.0010612537199334322,0,176.10892915725708
0.0010612537199334322,0,168.33701038360596
0.0010612537199334322,0,179.27333974838257
0.0008450692949859885,1,171.9810392856598
0.0010612537199334322,0,181.2540352344513
0.0010612537199334322,0,174.80901908874512
0.0008450692949859759,1,166.2287859916687
0.0010612537199334322,0,176.02075147628784
0.0008450692949859104,1,170.86480522155762
0.0010612537199334322,0,175.96708035469055
0.0010612537199334322,0,184.0096504688263
0.0010612537199334322,0,169.73354721069336
0.0010612537199334322,0,178.94816279411316
0.0010612537199334322,0,173.45035672187805
0.0008450692949857578,1,179.78337454795837
0.0010612537199334322,0,169.93912053108215
0.006667225155453658,1,185.61767959594727
0.0010612537199335774,0,175.5062382221222
0.0010612537199334322,0,179.0923273563385
0.0010612537199334322,0,173.52560663223267
0.0008450692949859104,1,177.254412651062
0.0010612537199334322,0,175.64310812950134
0.0010612537199334322,0,170.27323746681213
0.0010612537199334322,0,179.87362384796143
0.0008450692949859759,1,174.67530012130737
0.0008450692949857578,1,166.56336331367493
0.0010612537199334322,0,176.2787892818451
0.0010612537199334322,0,177.06644654273987
0.0010612537199334322,0,173.71569108963013
0.0010612537199334322,0,173.36732292175293
0.0010612537199334322,0,166.8317346572876
0.0010612537199334322,0,178.399751663208
0.0010612537199334322,0,170.94228529930115
0.0010612537199334322,0,179.36778688430786
0.0010612537199334322,0,171.8063406944275
0.0010612537199334322,0,169.95383071899414
,,
0.0008450692949859759,1,170.8982493877411
0.0010612537199334322,0,180.63866519927979
0.0010612537199334322,0,171.9959933757782
0.0010612537199334322,0,178.62440133094788
0.0010612537199334322,0,175.45357370376587
0.0010612537199334322,0,180.5280454158783
0.0038944490344995446,1,182.2906939983368
0.0010612537199334322,0,180.77522015571594
0.0010612537199334322,0,171.1798276901245
0.0010612537199334322,0,178.63248252868652
0.0010612537199334322,0,170.51730132102966
0.0010612537199334322,0,185.34053826332092
0.0010612537199334322,0,185.70058131217957
0.0010612537199334322,0,174.0548768043518
